vin_event,change contact form,click alternative,click contact banner,click contact button,click dealer phone,click features section,click get directions,click vehicle history,display alternatives,edit contact form,report contact form error,report contact form success,show badge detail,show photo modal,submit contact form,visit alternatives,visit badges,visit contact form,visit features,visit market report,visit vehicle history
2GNALCEK6G6108140,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,0,0,1,0
3N1BC1CP2CK811815,0,1,0,0,0,4,0,0,1,0,0,0,2,0,0,3,4,1,6,1,0
1FTEW1CM1EFB62720,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,1,0
JTLKT324764107652,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,1,1,0
5NPEB4AC2EH894514,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,3,0,0,1,0
1GNDT13S552250333,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,4,0,0,1,0
1FMEU15H0SLA03413,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,4,0,0,2,0
2T1CF22P51C441194,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,4,0,0,1,0
5TDZA23C44S079598,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2,1,2,1,0
1N4AL3AP0DC911092,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1GCNCPEX2BZ391100,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0
1GAZG1FG6F1231977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
1G1ZT52865F231898,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,1,0
1FTNX21P03EC49141,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0
1FAFP52U22A156174,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0
3GCUKREC3GG156770,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0
3FAHP06Z69R166126,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,1,0,0,1,0
1GTG5BE30F1231630,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,0,2,2,0
5LMFU27537LJ15978,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,2,2,1,2,1,0
1FTYR44V63TA38986,0,0,0,0,0,2,0,0,0,0,0,0,6,0,0,0,1,0,1,1,0
2C3KA53G16H396685,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1GKDS13S452205741,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,2,0,0,1,0
2G1WF55K259217135,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,1,1,1,0
1J4GK58K12W205848,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0
2CNALPEW9A6334050,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,2,1,0
1FTPX12544NA83904,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0
1N4BA41E95C809659,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,0,0,1,0
4A3AB36F47E018507,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4T4BE46K79R133503,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,1,3,1,4,1,0
1G1ZT538X6F172581,0,0,0,0,0,3,0,0,2,0,0,0,4,0,0,1,1,1,1,2,0
3C3EL45H9WT270525,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,0,2,2,0
1C4BJWEG2CL177411,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,1,0,1,4,1
JTDBE32K730216992,0,0,0,0,0,1,0,0,3,0,0,0,0,1,0,0,1,0,0,3,0
1G1YY36U965110511,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
3GSCL53708S557526,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1GCEK19Z47E103667,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,6,0,0,1,0
1FMZU77E81UB40048,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,6,0,0,1,0
JA3AJ26E76U007074,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,1,0
1N4AL3AP9DN547565,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,4,0,0,1,0
WVWFA71F58V038986,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,2,1,1
JNKAY41E64M401077,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,2,0,0,1,0
1G6DM57T860213079,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,1,0
WDBUF70J13A322676,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,2,0,0,1,0
1J4FY19S9WP739942,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,2,0,0,1,0
4JGDA5HB2FA509474,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2,1,0
1G6DW677770125094,0,2,0,0,0,0,0,0,2,0,0,0,3,0,0,2,2,2,2,2,0
1FTPW14574KC30556,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
SALSK25488A128527,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,1,2,1,0
1D7RV1GP9AS161542,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0
WBXPA73444WC39756,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,7,1,2,1,0
1D7HA18N84J263283,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,2,1,0
KMHDN56D55U168285,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,2,1,0
1GKER23718J274902,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2A4GM68446R735389,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,4,0,4,2,0
1GC4K1C82BF113757,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0
3GNEC12077G121301,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0
1GYEC63N85R230874,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,1,3,0,2,1,0
1N6AD0ERXFN742544,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,1,2,1,0
1G1PE5SB9F7122750,0,0,0,0,0,0,0,0,1,0,0,0,18,0,0,3,10,4,8,1,0
WAUBA24B2XN033878,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3MEFM08Z26R647928,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,1,0
1FM5K7D81DGA68938,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0
3GKEC16Z54G303385,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,1,0
1FAHP60A44Y101923,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,5,1,2,1,0
1FAFP55S61A154257,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,5,1,2,1,0
WBAKE3C56BE557145,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0
1GCEC14X37Z176119,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0
3C4PDCBG7FT680392,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0
1G1YY2189J5113504,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0
2A4RR5D17AR221951,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0
1C4NJPBA8CD689008,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,3,1,0
1G1AL58FX87229265,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,1,2,1,2,1,0
WBAVA37597NL15203,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,3,0,2,1,0
5GAKRCKD2FJ162944,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0
JM1DKDC71G0130553,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0
1J4GX48S22C139923,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,2,0
JF1GPAL64DH822765,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,2,1,1,1,1,0
3N1BC11E47L408002,0,0,0,0,0,3,0,0,2,0,0,0,2,0,0,0,3,0,0,2,0
1G4HP52K544169211,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6,1,2,1,0
SAJEA51C94WE03507,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,1,1,1,2,1,0
1FMYU60E43UA49314,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,3,0,0,2,0
2C3HE66G92H224723,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
3GYEK63N52G337766,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,3,0,1,1,0
JHMCP26468C055687,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,0,0,1,0
1GC2KUEG9GZ131885,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0
5TBRT54107S451038,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
JTHBK262865016772,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,1,0
3GCPCREH6EG437884,0,0,0,0,0,0,0,0,36,0,0,0,2,0,0,0,0,1,0,36,0
2C4RDGCG8DR550782,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,0,2,2,0
1N6AD0ERXCC460850,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0
1GNSCJE09ER202554,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0
2C4RC1BG1GR156515,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0
WVWML7AN6AE512667,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0
2GCEK19T031190510,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,1,0
1VWAT7A30FC097279,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0
1N6AD0ER8GN725341,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0
2A4RR6DG1BR610936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,0
1J4GR48K35C607494,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0
1C6RR6GT9GS143549,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0
3FAHP07Z47R209616,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0
3FADP4FJ3DM200979,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,1,2,1,0
1J4GR48K55C541062,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,4,0,0,1,0
5NPEB4AC3BH129582,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,1,1,0
1B3ER69E7TV200928,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2C3LA53G37H767741,0,1,0,0,0,0,0,0,1,0,0,0,7,1,0,2,3,0,3,1,0
KMHTC6AD5FU237069,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,2,2,1,2,8,0
2HGFA16639H324093,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0
3D7HA18N52G187309,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0
3N1BC1APXAL431048,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,2,0,0,1,0
1G1YY0786F5136662,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,1,2,1,0
1HGCR2F39DA211991,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
5TDZK23C29S285491,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,2,1,0
1G1PC5SB3F7145236,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,1,2,1
1FMZU62K64UA12872,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2,1,2,1,0
1C3EL46T54N167232,0,0,0,0,0,2,0,0,2,0,0,0,0,1,0,0,2,0,0,2,0
2HNYD2H39CH508320,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
JF1SG67677H728577,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,1,2,2,2,1,0
1GKKVRKD0DJ156333,0,1,0,0,0,0,0,0,2,0,0,0,9,1,0,2,3,1,3,2,0
1FTWW33R88EB50375,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0
1FDXW46R58EE27503,0,0,0,0,0,0,2,0,1,0,0,0,6,0,0,3,5,3,5,1,2
2GTEK13T251245955,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0
5FNRL5H63BB077843,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0
3FA6P0K99DR303100,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,1,2,1
JN1AZ36AX6M450965,0,0,0,0,0,0,0,0,2,0,0,0,9,0,0,0,10,0,0,2,0
JN8AZ08T86W427347,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,2,3,1,1,1,0
2A4RR8DG7BR615988,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,1,0,0,1,0
1N6AA07A15N519291,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0
1FMSU43P25EA44696,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
1FMZU63E42ZB40522,0,0,0,0,0,2,0,0,1,0,0,0,1,2,0,3,2,0,2,1,0
1G1YY36U775123520,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,1,4,1,2,1,0
2C3CDXCT3DH593844,0,0,0,0,0,0,0,0,1,0,0,0,22,0,0,0,4,0,0,1,0
4T1BF1FK5DU652841,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,1,0
3GNEC13T93G346757,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0
2C3CDYAG5DH601275,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,1,1
JTDKB22U040017787,0,0,1,0,0,0,1,0,2,0,0,0,4,0,0,3,4,4,4,2,0
5N1AN08UX5C655829,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
JTJBT20X990178198,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0
1GYFK63887R356687,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1FTFW1EF7DFB93018,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,1,1,0,1,6,1
JTJBT20X360104934,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1C6RR7KPXDS537895,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
KL1TD56637B158459,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,3,0
1G1YY32G3X5116824,0,1,0,0,0,1,0,0,1,0,0,0,3,0,0,1,1,0,1,1,0
1G4GB5G3XGF139951,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,1,0,1,6,1
WDBRN40J95A671790,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,0,2,1,0
1D3HA18Z72J195754,0,1,0,0,0,3,0,0,4,0,0,0,3,5,0,2,3,0,4,4,0
5XYPG4A57GG067789,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,1,1,1,1
1FTYR44U97PA78579,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,1,0,1,1,0
1FAFP36333W131357,0,0,0,0,0,4,0,0,2,0,0,0,5,0,0,0,3,0,0,2,0
3C4PDCBG6FT727105,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,0
1N6BA07B86N573444,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
WAUML54D41N013340,0,0,0,0,0,0,0,0,1,0,0,0,14,0,0,0,9,0,0,1,0
KNAFE121365304231,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0
1GC1KYC8XBF192896,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0
1N4AL21E88N420739,0,0,0,1,0,0,0,0,1,0,0,0,2,1,0,1,3,1,3,1,0
WDDDJ75XX6A067498,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0
2FMDK38C97BB29791,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,2,0,2,2,0
2C4RDGCGXGR179130,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,1,1,1,1,3,0
JN8DR09XX4W806779,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,1,0
WDBNG70J63A367078,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,1,2,1,2,1,1
1G8JU54F22Y506206,0,1,0,0,0,0,0,0,2,0,0,0,9,0,0,3,5,3,3,2,0
JM3KE2BE5E0301392,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0
1G4GD5E38CF145920,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,2,0,2,4,0
4USCJ3324VLC05283,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,2,1,0
2G1WA5E34F1146690,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0
1J8GA591X9L705848,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,1,1,0,1,14,1
5N1ED28T83C656658,0,0,0,0,8,0,0,0,0,0,0,0,2,1,0,0,3,2,3,1,0
1FTRW12W88KB22215,0,0,0,0,0,0,0,0,1,0,0,0,15,0,0,0,4,0,0,1,0
JTDKN3DU6A1108630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0
1GKUKMEF1AR208678,0,0,0,0,0,0,0,1,1,0,0,0,5,0,0,0,1,0,0,1,0
1D7HE48N66S570549,0,1,0,0,0,3,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0
SHSRD78975U327469,1,2,0,0,0,0,0,0,2,1,0,0,2,0,0,3,2,3,4,2,0
1G6DP567750193949,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,2,0,2,1,0
2G1WF5EK7B1298465,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0
1C4RJEAG2EC225314,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,1,4,1,2,1,0
4S4BP61C857325540,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,1,0
1G6AP5SX0E0155746,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,2,0,0,1,0
4T1BG22K3YU665182,0,0,0,0,0,0,0,0,4,0,0,0,1,2,0,0,1,0,0,4,0
WBAYP1C5XDM216137,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,1,0,0,0,0
1FMFU17508LA61294,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,7,0,0,1,0
4T1BK36B77U242358,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0
3GCPCREC0EG518044,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0
2FMZA50433BB44757,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
WDBBA48D2KA100634,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0
19UYA42611A013426,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,5,0,0,1,0
WDBPJ75J93A036224,0,0,0,0,0,4,0,0,2,0,0,0,18,0,0,2,4,2,2,2,0
4C3AU52N9VE032778,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2GCEC19V211377209,0,0,0,0,0,1,0,0,2,0,0,0,6,0,0,0,3,0,0,2,0
1NXBR32E83Z189059,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0
5GTDN13E478102261,0,1,0,0,0,2,0,0,2,0,0,0,1,1,0,2,9,2,3,2,0
2G1115S38G9116271,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0
3A8FY48B08T106701,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,1,0
1FMEU53807UA02791,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0
2G1FD3D37F9265123,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,2,2,0,2,10,0
5GAKRBKD5GJ266792,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0
JNKBV61E88M226622,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,1,0
1G2ZG57B094216545,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,1,1,1,1,1,0
YV1MS382452116522,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,1,14,1,2,1,0
JTJHW31U860008535,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,4,0,2,1,0
3FA6P0HD5ER170817,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,2,0
5FNRL18912B006062,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,2,0,0,1,0
1GNEK13Z12R281277,0,0,0,0,0,3,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0
JT2BG22K0Y0418674,0,0,0,0,0,0,0,0,1,0,0,0,3,2,0,0,2,0,2,1,0
2GTEK13T361213212,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,3,1,2,1,0
1N4BL2AP3CN521685,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,2,0,2,1,0
1FTWX33517EA86348,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
5XXGT4L38GG016426,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,4,0,0,2,0
1HGEM22993L012413,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,2,1,2,1,0
1G1PK5S92B7281657,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,0
WBAPH73549E126737,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0
5GTDN136668129243,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,4,0,2,1,0
1FMZU73WX4UC30756,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,2,1,3,2,0
1GTHK29U66E118337,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,2,4,1,6,2,0
4A3AA46G73E137714,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,1,2,1,0
KMHCT4AE3FU792809,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,2,0,0,1,0
1GKKVTED2BJ371010,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,4,0
1G1YY36W085103466,0,3,0,0,0,5,0,0,1,0,0,0,0,0,0,2,1,1,1,1,0
2G1FD1E33F9110863,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0
JM1BK32F991236143,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,3,0,0,1,0
2FMDK3KC4DBA57385,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2G4WE587061133764,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,2,0,0,2,0
3A8FY58B16T250244,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0
1GKKRPKDXFJ325818,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,1,0,1,10,0
2GKFLPE30G6191289,0,0,0,0,0,0,0,0,18,0,0,0,1,0,0,0,0,2,0,18,0
5N1AZ2MG3GN100390,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
1GNSKBKCXFR537623,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0
3CZRM3H34FG714028,0,0,0,0,0,8,0,0,1,0,0,0,2,0,0,1,4,1,2,1,0
1J8GP28K08W133953,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,1,0
1G6KS54Y52U274499,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,2,2,1,0
1G1YF2DWXC5107861,0,0,0,0,0,3,0,0,1,0,0,0,3,1,0,1,3,0,4,1,0
19UUA8F5XBA007259,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,2,0,0,1,0
JNKCV54E03M213334,0,0,0,0,0,3,0,0,1,0,0,0,2,0,0,1,1,1,1,1,0
5N1AR18W57C635034,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
5N1BA08C07N716510,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1FTRW07L53KB98976,0,2,0,0,0,2,0,0,4,0,0,0,0,0,0,4,4,0,4,4,0
JN1CA31A61T113019,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
5FNYF28417B004347,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,6,2,6,1,0
2A8HR54169R580763,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0
1FTPW12536KB51763,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,1,6,1,4,1,0
19UUA765X8A049739,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,1,0
1G2AS18H597158325,0,0,0,0,0,3,0,0,0,0,0,0,7,1,0,0,5,2,0,3,0
2G1145S39G9126475,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,0
1N6AA06AX4N585807,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,1,2,1,0
1FMZK02156GA37368,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,4,11,1,7,2,0
JTEZU11F570006516,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,8,0,2,1,0
2T1BU4EE6BC548408,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,4,1,0
1GKES16S156158273,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,2,1,2,1,0
5XXGM4A78FG383800,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
1FMCU0J93FUA46630,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0
3FAHP08136R140876,0,1,0,0,0,2,0,0,2,0,0,0,0,0,0,2,1,0,2,1,0
2GCEK19J371655849,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,2,0,0,1,0
5TFJU4GN9DX042777,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,2,3,2,0
1G11C5SA1GF151332,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0
1G11C5SA5GF140513,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,1,2,1
